WLHv,RH,EV24,QMeuse,QRhine,value,coordsys,lon,lat,station
-21.270833333333332,0.0,27.0,69.0,1981.0,258.32,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-16.25,0.05,26.0,77.0,1994.0,263.08,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-20.875,0.0,23.0,75.0,1943.0,263.44,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-12.07638888888889,0.0,19.0,69.0,1886.0,273.52,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-3.5902777777777777,0.05,16.0,74.0,1829.0,276.32,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-4.020833333333333,0.0,30.0,71.0,1758.0,274.92,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-5.3125,0.05,20.0,64.0,1667.0,278.32,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-4.770833333333333,0.05,27.0,61.0,1625.0,277.32,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-12.625,0.0,30.0,48.0,1581.0,256.6,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-18.131944444444443,0.0,28.0,61.0,1510.0,261.68,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-23.0625,0.0,31.0,65.0,1514.0,271.8,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-16.368055555555557,0.05,31.0,59.0,1548.0,270.28,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-6.8125,0.05,29.0,64.0,1573.0,270.64,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-17.70138888888889,0.0,25.0,44.0,1598.0,274.24,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-2.7708333333333335,33.0,20.0,37.0,1511.0,273.08,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-12.32638888888889,0.05,8.0,55.0,1471.0,279.64,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-31.52777777777778,0.05,27.0,55.0,1368.0,284.76,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-10.555555555555555,31.0,11.0,50.0,1342.0,289.16,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-7.256944444444445,49.0,21.0,71.0,1337.0,294.56,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
6.847222222222222,35.0,23.0,68.0,1388.0,299.48,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
10.23611111111111,14.0,20.0,55.0,1432.0,299.68,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-6.861111111111111,62.0,6.0,84.0,1469.0,297.72,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
5.694444444444445,75.0,16.0,74.0,1438.0,297.48,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-11.652777777777779,0.05,11.0,69.0,1453.0,298.84,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-9.25,36.0,11.0,67.0,1508.0,300.12,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
5.444444444444445,49.0,16.0,96.0,1617.0,300.28,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-8.104166666666666,93.0,7.0,114.0,1619.0,299.8,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-5.236111111111111,11.0,16.0,97.0,1628.0,298.6,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-1.3958333333333333,1.0,14.0,146.0,1669.0,299.52,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-0.18055555555555555,19.0,18.0,139.0,1672.0,300.28,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-15.659722222222221,0.05,23.0,109.0,1775.0,299.12,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
3.8125,0.05,6.0,132.0,1932.0,294.84,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-10.82638888888889,5.0,9.0,95.0,2007.0,291.68,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-23.46527777777778,8.0,17.0,122.0,1981.0,288.48,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-17.28472222222222,0.05,17.0,72.0,1945.0,288.4,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-1.9166666666666667,0.0,20.0,99.0,1922.0,286.8,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-19.27777777777778,0.0,15.0,89.0,1941.0,288.8,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-6.270833333333333,0.0,21.0,117.0,1972.0,289.96,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
11.340277777777779,56.0,9.0,135.0,2027.0,290.0,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-7.159722222222222,27.0,12.0,101.0,2233.0,286.88,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
5.701388888888889,184.0,3.0,111.0,2517.0,278.84,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
4.145833333333333,2.0,18.0,143.0,2567.0,278.48,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-3.576388888888889,213.0,4.0,198.0,2551.0,272.48,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
23.07638888888889,4.0,15.0,183.0,2582.0,268.0,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
3.7291666666666665,8.0,7.0,128.0,2682.0,267.8,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-8.993055555555555,61.0,6.0,193.0,2731.0,269.04,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
30.84027777777778,61.0,10.0,276.0,2645.0,272.4,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
47.90972222222222,117.0,10.0,363.0,2458.0,271.2,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
28.79861111111111,189.0,5.0,299.0,2510.0,269.52,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
52.84722222222222,147.0,5.0,276.0,2764.0,263.32,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
12.965277777777779,2.0,9.0,243.0,3224.0,234.44,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
9.881944444444445,0.05,4.0,391.0,3558.0,197.52,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
1.875,0.05,5.0,389.0,3616.0,202.88,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-13.4375,79.0,6.0,443.0,3753.0,196.12,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-0.9861111111111112,13.0,1.0,544.0,4731.0,214.6,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-4.777777777777778,39.0,4.0,581.0,5645.0,256.84,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
49.104166666666664,186.0,2.0,820.0,6093.0,309.0,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
8.902777777777779,29.0,7.0,780.0,5748.0,322.16,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
9.277777777777779,227.0,5.0,775.0,5368.0,313.44,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-14.840277777777779,0.0,11.0,765.0,5014.0,295.76,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-12.694444444444445,7.0,4.0,661.0,4686.0,275.92,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
3.7569444444444446,55.0,4.0,635.0,4462.0,260.48,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-0.7013888888888888,1.0,5.0,621.0,4296.0,247.2,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-11.20138888888889,4.0,4.0,536.0,4213.0,232.2,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
6.875,34.0,9.0,507.0,4043.0,231.84,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
9.63888888888889,83.0,6.0,676.0,3838.0,223.52,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
23.645833333333332,35.0,9.0,670.0,3692.0,223.68,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
25.506944444444443,22.0,6.0,698.0,3580.0,219.0,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
4.847222222222222,7.0,2.0,719.0,3616.0,207.04,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
8.590277777777779,0.05,2.0,607.0,3704.0,203.52,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-20.006944444444443,0.05,3.0,554.0,3931.0,202.28,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
26.756944444444443,26.0,5.0,492.0,4270.0,215.96,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
7.506944444444445,1.0,7.0,423.0,4349.0,231.92,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-21.84722222222222,0.05,7.0,369.0,4101.0,222.6,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-29.145833333333332,0.05,8.0,333.0,3770.0,207.08,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-33.895833333333336,0.0,8.0,284.0,3481.0,188.6,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-27.868055555555557,0.05,3.0,268.0,3234.0,203.04,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-18.881944444444443,24.0,2.0,269.0,3054.0,240.68,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
7.381944444444445,37.0,1.0,256.0,2916.0,241.08,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
16.9375,0.05,3.0,233.0,2791.0,249.16,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
38.826388888888886,33.0,5.0,237.0,2666.0,259.84,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
19.65277777777778,4.0,5.0,230.0,2567.0,264.92,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-20.4375,0.0,7.0,202.0,2508.0,268.88,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-17.256944444444443,0.05,3.0,205.0,2498.0,268.4,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-2.923611111111111,54.0,1.0,193.0,2478.0,270.12,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
7.611111111111111,86.0,4.0,227.0,2415.0,270.12,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
12.229166666666666,15.0,7.0,245.0,2326.0,271.24,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-15.61111111111111,17.0,2.0,250.0,2314.0,276.48,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
24.305555555555557,15.0,2.0,253.0,2321.0,277.96,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-16.27777777777778,0.05,2.0,235.0,2344.0,276.48,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
8.36111111111111,28.0,3.0,244.0,2414.0,278.84,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
104.07638888888889,22.0,3.0,224.0,2500.0,281.72,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
47.52777777777778,56.0,2.0,214.0,2463.0,277.2,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-3.701388888888889,4.0,2.0,230.0,2381.0,276.32,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
33.93055555555556,65.0,1.0,351.0,2370.0,277.96,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
64.15972222222223,54.0,2.0,513.0,2513.0,273.96,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
53.673611111111114,45.0,4.0,616.0,2803.0,265.04,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
10.347222222222221,128.0,1.0,1117.0,3070.0,218.8,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
8.729166666666666,6.0,3.0,1038.0,3505.0,195.6,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-6.083333333333333,4.0,3.0,800.0,4052.0,203.08,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-10.006944444444445,6.0,3.0,674.0,4769.0,221.28,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
42.0,190.0,1.0,854.0,5352.0,263.28,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
19.77777777777778,25.0,2.0,801.0,5549.0,297.0,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
2.361111111111111,87.0,2.0,765.0,5574.0,300.96,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
18.72222222222222,51.0,2.0,927.0,5428.0,305.72,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
25.041666666666668,49.0,1.0,1256.0,5210.0,301.76,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
27.34722222222222,96.0,3.0,1139.0,5030.0,300.0,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
10.368055555555555,16.0,3.0,979.0,5184.0,287.28,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
15.194444444444445,35.0,1.0,954.0,6111.0,293.04,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
17.3125,13.0,3.0,832.0,6681.0,331.48,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
9.534722222222221,0.0,3.0,744.0,6699.0,350.32,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-2.2152777777777777,0.0,4.0,816.0,6364.0,351.52,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-9.07638888888889,0.05,2.0,721.0,6057.0,345.6,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-3.1875,0.05,1.0,652.0,5799.0,332.2,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-5.9375,2.0,3.0,602.0,5753.0,324.28,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-53.104166666666664,0.0,2.0,541.0,5869.0,314.96,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-37.46527777777778,30.0,2.0,512.0,5843.0,313.92,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-1.875,23.0,1.0,577.0,5570.0,316.04,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-1.7916666666666667,1.0,1.0,637.0,5153.0,307.68,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
6.840277777777778,0.0,2.0,636.0,4673.0,288.28,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
14.583333333333334,8.0,3.0,591.0,4317.0,269.36,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-10.027777777777779,0.0,2.0,551.0,4111.0,243.0,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-14.88888888888889,0.0,2.0,441.0,4045.0,224.32,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
3.5208333333333335,0.05,2.0,411.0,4104.0,222.4,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
11.555555555555555,57.0,1.0,520.0,3968.0,223.76,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
8.784722222222221,25.0,3.0,836.0,3701.0,219.64,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
13.05952380952381,16.0,1.0,1341.0,4161.0,216.08,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-5.946428571428571,35.0,1.0,1321.0,5413.0,241.28,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-4.625,21.0,4.0,1157.0,6775.0,295.28,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
6.6726190476190474,45.0,2.0,992.0,7165.0,348.4,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-6.184523809523809,0.0,4.0,556.0,6021.0,354.68,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-20.535714285714285,0.0,5.0,513.0,5727.0,338.4,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-6.976190476190476,0.0,5.0,505.0,5291.0,321.64,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-15.0,0.0,5.0,473.0,4879.0,297.56,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-7.904761904761905,0.05,3.0,463.0,4516.0,273.8,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-18.476190476190474,1.0,5.0,479.0,4173.0,249.48,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-21.357142857142858,5.0,2.0,388.0,3883.0,228.24,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-11.392857142857142,16.0,1.0,373.0,3649.0,210.08,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-6.517857142857143,0.0,2.0,398.0,3459.0,198.76,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-14.142857142857142,0.0,2.0,388.0,3325.0,187.56,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-10.357142857142858,38.0,1.0,383.0,3203.0,207.08,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
15.988095238095237,64.0,2.0,569.0,3170.0,247.96,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
34.61309523809524,28.0,3.0,641.0,3147.0,250.88,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-13.696428571428571,0.05,2.0,588.0,3105.0,242.4,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
22.13095238095238,37.0,2.0,698.0,3094.0,250.6,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
13.892857142857142,30.0,4.0,784.0,3356.0,226.52,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-10.226190476190476,8.0,8.0,761.0,3792.0,205.6,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
-38.24404761904762,0.0,7.0,696.0,4830.0,207.16,25831.0,646656.9116533193,5762067.304846929,HAGSBVN
